timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,11385,1844370,11385.0,1.759,0.011385
2,9896,1603152,9896.0,1.529,0.009896
3,8639,1399518,8639.0,1.335,0.008639
4,8698,1409076,8698.0,1.344,0.008698
5,8769,1420578,8769.0,1.355,0.008769
6,11170,1809540,11170.0,1.726,0.011170
7,11241,1821042,11241.0,1.737,0.011241
8,11232,1819584,11232.0,1.735,0.011232
9,11337,1836594,11337.0,1.752,0.011337
10,11445,1854090,11445.0,1.768,0.011445
11,11182,1811484,11182.0,1.728,0.011182
12,11066,1792692,11066.0,1.710,0.011066
13,11233,1819746,11233.0,1.735,0.011233
14,11355,1839510,11355.0,1.754,0.011355
15,11282,1827684,11282.0,1.743,0.011282
16,11270,1825740,11270.0,1.741,0.011270
17,11182,1811484,11182.0,1.728,0.011182
18,11331,1835622,11331.0,1.751,0.011331
19,11299,1830438,11299.0,1.746,0.011299
20,11079,1794798,11079.0,1.712,0.011079
21,11143,1805166,11143.0,1.722,0.011143
22,11188,1812456,11188.0,1.728,0.011188
23,11343,1837566,11343.0,1.752,0.011343
24,11423,1850526,11423.0,1.765,0.011423
25,11328,1835136,11328.0,1.750,0.011328
26,11231,1819422,11231.0,1.735,0.011231
27,11457,1856034,11457.0,1.770,0.011457
28,11308,1831896,11308.0,1.747,0.011308
29,11193,1813266,11193.0,1.729,0.011193
30,11340,1837080,11340.0,1.752,0.011340
