timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,34623,41503,46655,47263,43,47359,35057,5589
2,44191,56927,68735,69951,53,72063,45134,9996
3,43967,52831,55071,55903,59,56095,44214,6738
4,42399,45855,49279,50271,61,50463,41427,4610
5,40255,47999,51935,52383,51,52543,39244,7509
6,34463,35935,50559,51647,48,51775,33317,4546
7,35359,36479,40575,41119,54,41247,35426,2222
8,677375,677375,677375,677375,676864,677375,677120,0
9,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
