timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,7970,33442120,7970.0,31.893,0.007970
2,8307,34856172,8307.0,33.241,0.008307
3,8619,36165324,8619.0,34.490,0.008619
4,13233,55525668,13233.0,52.953,0.013233
5,16021,67224116,16021.0,64.110,0.016021
6,16073,67442308,16073.0,64.318,0.016073
7,16181,67895476,16181.0,64.750,0.016181
8,16110,67597560,16110.0,64.466,0.016110
9,16028,67253488,16028.0,64.138,0.016028
10,16281,68315076,16281.0,65.150,0.016281
11,15966,66993336,15966.0,63.890,0.015966
12,16027,67249292,16027.0,64.134,0.016027
13,16224,68075904,16224.0,64.922,0.016224
14,15904,66733184,15904.0,63.642,0.015904
15,15530,65163880,15530.0,62.145,0.015530
16,15180,63695280,15180.0,60.745,0.015180
17,16215,68038140,16215.0,64.886,0.016215
18,16108,67589168,16108.0,64.458,0.016108
19,12936,54279456,12936.0,51.765,0.012936
20,1,0,1.0,0.000,0.000001
21,0,0,0.0,0.000,0.000000
22,0,0,0.0,0.000,0.000000
23,0,0,0.0,0.000,0.000000
24,0,0,0.0,0.000,0.000000
25,0,0,0.0,0.000,0.000000
26,0,0,0.0,0.000,0.000000
27,0,0,0.0,0.000,0.000000
28,0,0,0.0,0.000,0.000000
29,0,0,0.0,0.000,0.000000
30,0,0,0.0,0.000,0.000000
