timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,9.4,16.7,26.1,5.4,0.3,5.7
2,9.8,19.3,29.1,5.4,0.3,5.7
3,10.4,21.8,32.1,5.4,0.3,5.7
4,11.0,24.3,35.3,5.4,0.3,5.7
5,11.4,26.9,38.3,5.5,0.3,5.8
6,11.9,29.4,41.4,5.5,0.3,5.8
7,12.5,32.0,44.5,5.5,0.3,5.8
8,13.1,34.5,47.6,5.5,0.3,5.8
9,13.5,37.1,50.6,5.5,0.3,5.8
10,14.1,39.6,53.8,5.5,0.3,5.8
11,14.7,42.2,56.9,5.5,0.3,5.8
12,15.1,44.8,59.9,5.5,0.3,5.8
13,15.6,47.5,63.1,5.6,0.3,5.9
14,16.2,50.2,66.4,5.6,0.3,5.9
15,16.8,52.7,69.4,5.6,0.3,5.9
16,17.3,55.2,72.5,5.6,0.3,5.9
17,18.1,56.6,74.6,5.6,0.3,5.9
18,0.0,0.0,0.0,5.6,0.3,5.9
19,0.0,0.0,0.0,5.6,0.3,5.9
20,0.0,0.0,0.0,5.7,0.3,6.0
21,0.0,0.0,0.0,5.7,0.3,6.0
22,0.0,0.0,0.0,5.8,0.3,6.1
23,0.0,0.0,0.0,5.8,0.3,6.1
24,0.0,0.0,0.0,5.8,0.4,6.1
25,0.0,0.0,0.0,5.8,0.4,6.2
26,0.0,0.0,0.0,5.8,0.4,6.2
27,0.0,0.0,0.0,5.9,0.4,6.3
28,0.0,0.0,0.0,6.0,0.4,6.4
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
