timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,857,1289,2215,3403,99,5379,919,341
2,1045,1651,2909,4343,100,9879,1137,465
3,1001,1551,2687,4447,86,6491,1085,431
4,975,1515,2529,3789,102,5535,1054,399
5,1153,1819,3069,4715,95,7983,1247,508
6,1133,1879,3189,4559,95,7275,1246,529
7,1016,1569,2605,4031,102,6699,1095,414
8,977,1527,2557,3843,83,6119,1054,413
9,1068,1639,2651,3795,92,5127,1144,422
10,862,1305,2231,3559,102,5827,926,348
11,830,1220,2063,3289,93,6399,884,317
12,826,1217,2199,3263,93,6155,882,331
13,822,1222,2065,3045,90,4467,877,315
14,826,1230,2101,3145,92,4871,882,320
15,827,1213,2042,3089,87,5583,878,311
16,824,1224,2059,3155,80,5339,877,317
17,822,1214,2097,3307,92,5491,874,324
18,824,1227,2033,2961,84,4135,878,309
19,820,1218,2073,3247,98,4851,874,322
20,823,1212,2057,3093,99,4679,876,312
21,820,1213,2081,3001,84,4219,874,312
22,828,1217,2016,2937,81,4615,879,306
23,825,1213,2016,2925,59,4251,875,305
24,828,1214,2040,3055,96,4715,877,312
25,829,1213,2059,3057,85,4631,878,311
26,830,1240,2067,3017,95,4599,885,316
27,823,1212,2077,3177,75,5923,874,317
28,825,1212,1996,3085,95,5191,873,308
29,828,1208,2057,4255,95,5303,878,332
30,826,1203,2008,2933,76,4795,874,302
