timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,18783,20575,24479,26943,106,29471,18346,3716
2,18303,21759,26207,28751,153,30559,18134,4052
3,18319,20239,27311,33119,137,36479,17893,3905
4,20191,24543,29087,33023,117,36831,19999,4646
5,21231,23823,27487,29839,167,35039,20890,4222
6,21535,24367,27503,29903,143,31615,21267,4235
7,21679,24543,26815,29423,131,34943,21272,4238
8,22015,24063,28383,32367,173,38431,21375,4464
9,27599,31327,34175,36863,146,40447,26708,5740
10,21855,25903,31279,33311,140,40287,21856,4879
11,27663,30847,33695,36223,163,39871,25575,6166
12,22751,28223,31759,34271,178,35871,22484,5519
13,23231,26367,29759,34975,165,40351,22635,5010
14,23439,26639,29087,31263,143,34175,22629,4955
15,21423,24255,27087,30623,152,35871,20943,4480
16,23839,28527,33407,38047,149,45087,23777,5160
17,22831,27119,149759,151551,174,152447,28421,26620
18,147967,155647,158207,158207,143488,158335,148426,3767
19,146303,147839,152575,152703,144512,152703,146686,1550
20,150527,160383,165503,165759,145152,165759,151642,5397
21,151167,154879,155775,155903,145024,155903,151049,2801
22,148351,151679,154879,155135,145280,155135,148771,2197
23,148223,151295,153855,154495,143360,154623,148174,2192
24,152447,156415,158207,158719,147200,158847,152347,2923
25,143103,145407,150015,150143,140928,150143,143537,1901
26,151935,159743,165503,166399,140672,166527,151509,6564
27,147967,150655,152575,152831,140928,152831,146953,3236
28,151423,163199,167295,167551,144256,167551,152561,6315
29,145279,154239,158207,158463,140800,158591,146255,4379
30,144383,146303,147071,147455,140672,147583,144021,1611
