timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,107832,11410860,0,104252
2,107832,11410860,0,104260
3,107848,11410860,0,104264
4,107856,11410860,0,104304
5,107868,11410860,0,104304
6,107868,11410860,0,104320
7,107868,11410860,0,104324
8,107868,11410860,0,104324
9,107868,11410860,0,104332
10,107872,11410860,0,104356
11,107904,11410860,0,104356
12,107904,11410860,0,104356
13,107912,11410860,0,104360
14,107912,11410860,0,104372
15,107916,11410860,0,104388
16,107916,11410860,0,104392
17,107948,11410860,0,104392
18,107948,11410860,0,104392
19,107948,11410860,0,104432
20,107948,11410860,0,104432
21,107948,11410860,0,104436
22,107948,11410860,0,104436
23,107952,11410860,0,104440
24,107952,11410860,0,104452
25,107952,11410860,0,104468
26,107952,11410860,0,104468
27,107952,11410860,0,104468
28,107952,11410860,0,104472
29,107952,11410860,0,104472
30,108020,11410860,0,0
