timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,111604,10634708,0,112008
2,111604,10634708,0,112016
3,111612,10634708,0,112020
4,111616,10634708,0,112044
5,111636,10634708,0,112048
6,111636,10634708,0,112048
7,111640,10634708,0,112060
8,111644,10634708,0,112064
9,111648,10634708,0,112076
10,111648,10634708,0,112084
11,111656,10634708,0,112092
12,111704,10634708,0,112096
13,111704,10634708,0,112112
14,111704,10634708,0,112144
15,111704,10634708,0,112156
16,111704,10634708,0,112164
17,111708,10634708,0,112168
18,111712,10634708,0,112168
19,111712,10634708,0,112168
20,111712,10634708,0,112184
21,111712,10634708,0,112208
22,111716,10634708,0,112212
23,111716,10634708,0,112220
24,111828,10634708,0,0
25,111828,10634708,0,0
26,111832,10634708,0,0
27,111832,10634708,0,0
28,111832,10634708,0,0
29,111832,10634708,0,0
30,111832,10634708,0,0
