timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,4.1,0.3,4.4,4.0,0.3,4.3
2,4.2,0.3,4.5,4.0,0.3,4.3
3,4.2,0.3,4.5,4.1,0.3,4.4
4,4.2,0.3,4.5,4.1,0.3,4.4
5,4.2,0.3,4.5,4.1,0.3,4.4
6,4.3,0.3,4.6,4.1,0.3,4.4
7,4.3,0.3,4.6,4.1,0.3,4.4
8,4.3,0.3,4.6,4.1,0.3,4.4
9,4.3,0.4,4.6,4.1,0.3,4.4
10,4.3,0.4,4.6,4.1,0.3,4.4
11,4.3,0.4,4.6,4.1,0.3,4.4
12,4.3,0.4,4.6,4.1,0.3,4.4
13,4.3,0.4,4.7,4.2,0.3,4.5
14,4.3,0.4,4.8,4.2,0.3,4.5
15,4.3,0.4,4.8,4.2,0.3,4.5
16,4.3,0.4,4.8,4.2,0.3,4.5
17,4.3,0.4,4.8,4.2,0.3,4.5
18,4.3,0.4,4.8,4.2,0.3,4.5
19,4.4,0.4,4.8,4.3,0.3,4.6
20,4.4,0.5,4.9,4.3,0.3,4.6
21,0.0,0.0,0.0,4.3,0.3,4.6
22,0.0,0.0,0.0,4.3,0.3,4.6
23,0.0,0.0,0.0,4.3,0.3,4.6
24,0.0,0.0,0.0,4.3,0.3,4.6
25,0.0,0.0,0.0,4.3,0.3,4.6
26,0.0,0.0,0.0,4.3,0.4,4.6
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
