timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,0,0,0,104756
2,0,0,0,104760
3,0,0,0,104772
4,0,0,0,104772
5,0,0,0,104812
6,0,0,0,104816
7,0,0,0,104824
8,0,0,0,104832
9,0,0,0,104832
10,0,0,0,104840
11,0,0,0,104864
12,0,0,0,104864
13,0,0,0,104868
14,0,0,0,104872
15,0,0,0,104892
16,0,0,0,104900
17,0,0,0,104908
18,0,0,0,104936
19,0,0,0,104940
20,0,0,0,104960
21,0,0,0,104960
22,0,0,0,104964
23,0,0,0,104964
24,0,0,0,104964
25,0,0,0,104964
26,0,0,0,104972
27,0,0,0,104972
28,0,0,0,104988
29,0,0,0,104988
30,0,0,0,0
