timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,687,159,1038,291
2,10109,3038,15804,4027
3,9596,2718,18610,3502
4,12106,3162,18391,4302
5,10567,3036,17911,4205
6,14328,1793,0,0
7,15193,2,0,0
8,15171,4,0,0
9,15222,4,0,0
10,15219,2,0,0
11,15180,1,0,0
12,15217,0,0,0
13,15183,2,0,0
14,15199,1,0,0
15,15208,3,0,0
16,15220,2,0,0
17,15221,7,0,0
18,15196,10,0,0
19,15218,5,0,0
20,15203,5,0,0
21,15225,2,0,0
22,15205,4,0,0
23,15208,5,0,0
24,15216,4,0,0
25,15209,1,0,0
26,15213,6,0,0
27,15223,4,0,0
28,15201,3,0,0
29,15204,3,0,0
30,15204,3,0,0
