timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1777,2481,3557,4655,189,5943,1847,520
2,1995,2965,4503,6239,182,10039,2110,712
3,2030,2883,4175,5499,234,7335,2116,628
4,2109,3035,4491,5891,213,10415,2207,675
5,2073,2961,4267,5599,192,8551,2151,651
6,2038,2907,4167,5359,201,9183,2123,629
7,2263,3273,4883,6507,145,8655,2357,760
8,2301,5107,6299,7247,101,10199,2763,1328
9,2381,3769,5903,8527,211,11679,2571,980
10,2247,3399,5047,6751,226,9951,2389,806
11,2125,3133,4327,5515,173,7747,2227,690
12,2445,3385,4839,6171,153,8607,2517,736
13,1981,2859,4203,5635,156,9519,2066,651
14,2115,3081,4507,5939,207,7983,2219,695
15,2175,3139,4555,5895,205,13023,2272,710
16,1868,2653,3821,5131,214,7499,1941,585
17,1725,2393,3451,4543,210,6095,1789,498
18,1760,2435,3379,4463,182,6307,1816,502
19,1747,2393,3365,4355,216,5451,1788,495
20,1732,2391,3399,4495,198,6783,1780,501
21,1747,2365,3331,4275,235,5755,1789,481
22,1743,2377,3329,4363,218,6887,1785,492
23,1739,2393,3391,4647,216,7327,1789,502
24,1728,2373,3355,4327,199,5443,1780,489
25,1744,2397,3439,4419,221,6871,1794,504
26,1743,2385,3351,4295,198,5799,1793,487
27,1730,2369,3413,4335,198,5847,1782,490
28,1738,2391,3435,4575,226,5927,1785,505
29,1729,2365,3327,4463,203,6251,1778,486
30,1742,2357,3345,4423,190,5295,1782,486
