timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,812,250,1294,187
2,28388,7400,60073,7105
3,28650,7879,61157,6979
4,29003,7947,61589,6543
5,28498,8306,62627,7217
6,29396,8035,62457,7214
7,29112,7959,61042,6965
8,29096,8022,62526,6941
9,28303,7845,61431,7019
10,28643,8116,62640,6949
11,29397,8266,63460,7224
12,29591,8472,62384,7165
13,28754,8396,61842,6912
14,30602,7981,62483,6980
15,28721,7528,58061,6687
16,26321,6549,50352,5429
17,24333,6870,51356,6293
18,24067,6998,50955,6254
19,24464,7090,51819,6257
20,25483,7194,52058,6220
21,24643,7249,51809,6552
22,11183,3311,0,0
23,27,0,0,0
24,26,0,0,0
25,27,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,27,2,0,0
