timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,523,8,704,14
2,27693,125,43040,187
3,28047,99,43526,211
4,27237,120,40657,182
5,29137,365,68188,1069
6,27888,119,44066,278
7,28349,117,44361,225
8,28133,120,43646,171
9,27866,130,43046,253
10,29376,296,61620,777
11,28256,112,44441,206
12,28129,123,44109,192
13,28121,107,43888,176
14,27779,117,42907,196
15,29601,271,61933,592
16,27862,124,42901,224
17,27261,112,40869,181
18,26446,87,37570,153
19,27046,99,39786,136
20,28490,162,54127,379
21,28181,118,44221,232
22,23780,86,31483,262
23,15191,9,0,0
24,15197,4,0,0
25,15188,9,0,0
26,15187,8,0,0
27,15199,3,0,0
28,15185,3,0,0
29,15206,6,0,0
30,15210,4,0,0
