timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,6927,8671,11127,13391,46,14367,6863,1690
2,7411,9535,22911,58943,53,64991,7720,3702
3,6967,8535,10671,12119,45,13399,6863,1611
4,8375,10823,14071,16527,75,18927,8215,2386
5,8791,11103,13495,15207,49,17343,8675,2212
6,8983,11207,13551,15695,59,18511,8844,2204
7,9167,12063,14895,16799,51,19407,9305,2352
8,8799,12623,14719,17215,48,19055,8668,3133
9,684,1099,1638,2571,45,3803,674,369
10,531,975,1101,1163,42,4827,556,313
11,482,952,1068,1101,39,2151,523,288
12,476,995,1078,1104,40,1147,516,326
13,575,1031,1176,16383,41,18095,601,686
14,692,1054,1093,1126,39,2171,667,299
15,565,991,1068,1101,45,2157,591,269
16,576,966,1066,1100,43,1130,571,277
17,530,947,1074,1108,44,2159,532,303
18,554,1027,1135,10959,43,11975,598,562
19,638,1020,1087,1131,45,2163,620,296
20,613,996,1069,1112,42,1132,602,281
21,498,925,1066,1101,40,2163,519,293
22,499,954,1071,1101,42,1122,524,294
23,572,1022,1118,1174,40,1260,574,316
24,663,1049,1085,1116,41,2173,635,300
25,466,982,1085,1110,42,1135,512,314
26,501,937,1077,1105,41,1137,516,292
27,446,931,1079,1100,42,2163,497,287
28,557,1003,1109,8123,41,9103,574,441
29,669,1025,1081,1116,43,2159,647,283
30,561,992,1075,1105,43,2157,565,301
