timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1242,358,876,279
2,26411,6861,21642,5947
3,26621,6766,21637,5497
4,26483,6932,21275,5819
5,26496,6760,21732,5774
6,26379,6584,21871,6062
7,25706,6475,21840,6049
8,26738,7073,22082,6173
9,27331,6997,22199,5993
10,26282,6898,21741,5437
11,26642,6846,21704,5680
12,19550,4687,18470,4498
13,26,0,0,0
14,28,0,0,0
15,27,0,0,0
16,26,0,0,0
17,26,0,0,0
18,26,0,0,0
19,28,0,0,0
20,27,0,0,0
21,26,0,0,0
22,26,0,0,0
23,25,0,0,0
24,28,0,0,0
25,27,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,28,0,0,0
30,27,0,0,0
