syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept4,121691,0,1403410,11,0.31
futex,2347,0,223268487,95129,49.85
restart_syscall,6,0,6023288,1003881,1.34
newfstatat,2,0,63,31,0.00
