timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,102975,210559,287999,347135,84,353535,112768,67249
2,101759,220031,300543,324351,90,336639,114338,73792
3,108415,221567,283647,318207,86,323839,115849,69474
4,131007,230399,298495,322047,85,326911,130671,74822
5,160383,239103,297983,314367,101,317951,143380,75251
6,142079,287743,370943,380927,92,386815,151362,93128
7,161919,257151,393471,404223,84,406271,152795,83105
8,147839,292351,409599,423423,90,426239,152286,98189
9,155903,346367,399103,405247,101,408575,164726,111067
10,155263,295935,374527,394239,101,396799,154419,94051
11,142591,272383,351743,366335,100,371455,143385,89123
12,158719,257023,396031,414975,96,416767,149627,88489
13,642047,657407,674815,854527,197376,1070079,539659,146399
14,650239,660991,662015,2088959,628736,2113535,654440,96375
15,642047,662527,665599,2719743,633344,2934783,652494,127576
16,663551,669183,670719,3581951,637440,3995647,664434,161586
17,643583,649215,1470463,4968447,628736,5083135,667105,276728
18,634367,652287,658943,3002367,630272,6070271,652522,206263
19,659455,666623,671231,3725311,643584,4726783,671175,190776
20,652799,654847,655871,4771839,641536,5033983,664499,212079
21,652287,662527,676863,3117055,645120,6025215,667290,190697
22,673791,678911,680447,3719167,634880,5070847,672953,174865
23,644607,648191,1057791,3719167,635904,4784127,659376,182592
24,642559,672767,690687,4349951,629760,6053887,662876,219813
25,695807,715775,1105919,4399103,661504,6057983,716869,257925
26,696831,704511,1520639,4407295,659968,5066751,713718,232532
27,711679,736767,2353151,6017023,655872,6025215,734293,303485
28,658943,665087,1075199,3971071,644608,6033407,677717,230699
29,652287,659455,1074175,4116479,642560,5791743,669134,199010
30,651263,658431,850431,5206015,642048,6029311,671409,248714
