timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,518464,7554456,0,630604
2,518464,7554456,0,630604
3,518464,7554456,0,630604
4,518464,7554456,0,630604
5,518464,7554456,0,630668
6,518464,7554456,0,630668
7,518464,7554456,0,630668
8,518464,7554456,0,630668
9,518464,7554456,0,630668
10,518464,7554456,0,630668
11,518464,7554456,0,630668
12,518720,7554456,0,631956
13,518720,7554456,0,0
14,518720,7554456,0,0
15,518720,7554456,0,0
16,518720,7554456,0,0
17,518720,7554456,0,0
18,518720,7554456,0,0
19,518720,7554456,0,0
20,518720,7554456,0,0
21,518720,7554456,0,0
22,518720,7554456,0,0
23,518720,7554456,0,0
24,518720,7554456,0,0
25,518720,7554456,0,0
26,518720,7554456,0,0
27,518720,7554456,0,0
28,518720,7554456,0,0
29,518720,7554456,0,0
30,518720,7554456,0,0
