timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1578,296,1116,488
2,79170,12778,72257,22326
3,80746,12290,73559,21758
4,80006,12524,71754,23149
5,78405,12377,70004,22592
6,79673,12420,71974,23404
7,80799,12521,73428,23116
8,79947,12509,71660,23227
9,80750,12702,73686,23729
10,80276,12802,72441,23249
11,81095,12632,74114,23605
12,80900,12768,72645,23955
13,80846,12655,72548,23645
14,75087,12107,67836,21533
15,69890,11199,62997,19212
16,69766,10981,61868,19638
17,70037,10883,63313,19879
18,69704,10680,62220,18648
19,69061,10853,61515,19608
20,67868,11115,59757,20040
21,30023,5086,0,0
22,28,0,0,0
23,26,0,0,0
24,27,0,0,0
25,25,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
