timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,0,0,0,106268
2,0,0,0,106284
3,0,0,0,106300
4,0,0,0,106300
5,0,0,0,106320
6,0,0,0,106344
7,0,0,0,106344
8,0,0,0,106352
9,0,0,0,106380
10,0,0,0,106380
11,0,0,0,106380
12,0,0,0,106380
13,0,0,0,106384
14,0,0,0,106428
15,0,0,0,106432
16,0,0,0,106432
17,0,0,0,106436
18,0,0,0,106436
19,0,0,0,106468
20,0,0,0,106468
21,0,0,0,106472
22,0,0,0,106472
23,0,0,0,106472
24,0,0,0,106480
25,0,0,0,106480
26,0,0,0,106484
27,0,0,0,106492
28,0,0,0,106492
29,0,0,0,106504
30,0,0,0,0
