timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,43282,5677341894,43282.0,5414.335,0.043282
2,41855,5490418944,41855.0,5236.072,0.041855
3,40328,5289985072,40328.0,5044.923,0.040328
4,38904,5103193296,38904.0,4866.784,0.038904
5,39486,5179536564,39486.0,4939.591,0.039486
6,39744,5213379456,39744.0,4971.866,0.039744
7,37663,4940406362,37663.0,4711.539,0.037663
8,33485,4392361390,33485.0,4188.882,0.033485
9,40082,5257716268,40082.0,5014.149,0.040082
10,33243,4360617282,33243.0,4158.609,0.033243
11,37687,4943554538,37687.0,4714.541,0.037687
12,39691,5206427234,39691.0,4965.236,0.039691
13,35951,4715836474,35951.0,4497.372,0.035951
14,39126,5132313924,39126.0,4894.556,0.039126
15,40248,5279491152,40248.0,5034.915,0.040248
16,36808,4828252592,36808.0,4604.580,0.036808
17,39619,5196982706,39619.0,4956.229,0.039619
18,43988,5770081912,43988.0,5502.779,0.043988
19,44511,5838685914,44511.0,5568.205,0.044511
20,44559,5844982266,44559.0,5574.209,0.044559
21,44645,5856263230,44645.0,5584.968,0.044645
22,44664,5858755536,44664.0,5587.345,0.044664
23,44674,5860067276,44674.0,5588.596,0.044674
24,44460,5831996040,44460.0,5561.825,0.044460
25,44627,5853902098,44627.0,5582.716,0.044627
26,44504,5837767696,44504.0,5567.329,0.044504
27,44499,5837111826,44499.0,5566.704,0.044499
28,44441,5829503734,44441.0,5559.448,0.044441
29,44427,5827667298,44427.0,5557.697,0.044427
30,44539,5842358786,44539.0,5571.708,0.044539
