timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,113984,10634708,0,112560
2,113988,10634708,0,112564
3,113988,10634708,0,112576
4,113988,10634708,0,112580
5,113992,10634708,0,112592
6,114052,10634708,0,112592
7,114052,10634708,0,112604
8,114052,10634708,0,112624
9,114052,10634708,0,112624
10,114052,10634708,0,112632
11,114056,10634708,0,112632
12,114064,10634708,0,112640
13,114064,10634708,0,112644
14,114064,10634708,0,112644
15,114064,10634708,0,112644
16,114068,10634708,0,112648
17,114068,10634708,0,112652
18,114088,10634708,0,0
19,114136,10634708,0,0
20,114140,10634708,0,0
21,114140,10634708,0,0
22,114140,10634708,0,0
23,114140,10634708,0,0
24,114140,10634708,0,0
25,114144,10634708,0,0
26,114144,10634708,0,0
27,114144,10634708,0,0
28,114144,10634708,0,0
29,114144,10634708,0,0
30,114148,10634708,0,0
