timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,550,2,730,7
2,27894,130,43586,235
3,28225,86,44248,176
4,28117,111,43837,239
5,28202,119,44430,229
6,28187,112,44372,241
7,27896,132,44022,225
8,28294,101,44521,170
9,27949,108,43855,219
10,28253,105,44324,223
11,28421,123,44568,203
12,28191,131,44293,199
13,28262,128,44531,187
14,27971,114,43916,205
15,28401,117,44645,245
16,28234,119,43955,257
17,28026,128,43745,240
18,28433,126,44908,205
19,28259,126,44487,246
20,28340,125,44797,220
21,27996,140,44305,288
22,28091,148,44095,250
23,28322,102,44542,195
24,27254,116,40816,173
25,15193,5,0,0
26,15187,7,0,0
27,15187,6,0,0
28,15214,5,0,0
29,15162,5,0,0
30,15206,2,0,0
