timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,106356,11410860,0,108892
2,106376,11410860,0,108900
3,106380,11410860,0,108900
4,106380,11410860,0,108936
5,106392,11410860,0,108936
6,106392,11410860,0,108948
7,106392,11410860,0,108972
8,106392,11410860,0,108972
9,106392,11410860,0,108972
10,106396,11410860,0,109000
11,106428,11410860,0,109000
12,106428,11410860,0,109000
13,106440,11410860,0,109008
14,106440,11410860,0,109008
15,106440,11410860,0,109016
16,106440,11410860,0,109032
17,106460,11410860,0,109032
18,106460,11410860,0,109036
19,106460,11410860,0,109060
20,106460,11410860,0,109060
21,106460,11410860,0,109060
22,106460,11410860,0,109060
23,106464,11410860,0,109064
24,106464,11410860,0,109064
25,106464,11410860,0,109068
26,106464,11410860,0,109080
27,106464,11410860,0,109084
28,106464,11410860,0,109096
29,106464,11410860,0,109096
30,106552,11410860,0,0
