timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,94,125,172,246,50,906,98,24
2,109,166,291,781,49,1600,120,51
3,97,139,218,361,51,790,104,31
4,96,133,172,248,53,952,101,25
5,94,125,170,242,51,590,98,22
6,94,124,168,237,52,1005,98,23
7,94,124,170,245,51,600,98,22
8,95,124,168,240,46,967,98,24
9,95,125,170,240,49,580,99,22
10,95,126,171,241,53,577,99,22
11,95,127,179,246,49,1046,99,24
12,95,125,169,248,52,613,99,22
13,97,128,173,238,49,935,101,23
14,97,128,172,231,53,561,101,21
15,97,127,170,241,52,996,101,23
16,97,128,172,227,52,581,101,21
17,97,128,172,239,53,559,101,22
18,97,129,170,243,53,909,101,23
19,97,128,170,233,55,603,101,22
20,97,128,171,243,54,986,101,23
21,97,128,171,228,54,558,101,21
22,97,128,169,231,53,974,101,22
23,97,128,172,234,51,593,101,22
24,98,129,173,236,52,572,101,22
25,98,129,171,241,50,1011,102,23
26,99,130,173,231,52,617,102,22
27,98,129,171,228,53,1002,102,23
28,98,129,173,238,55,607,101,22
29,98,128,171,226,51,565,101,21
30,98,129,172,239,55,910,102,23
