timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,275,2,515,0
2,22257,87,49320,82
3,21827,100,50731,83
4,22214,104,49950,96
5,22593,107,50938,81
6,22795,133,49359,92
7,22533,106,50564,93
8,23064,110,51440,91
9,22725,84,50015,104
10,21984,78,51336,86
11,22299,82,50964,96
12,22731,111,49500,105
13,22363,127,48583,88
14,22957,171,49894,99
15,23148,163,50544,84
16,22518,97,49868,89
17,23080,153,49326,75
18,22658,104,49396,89
19,23194,132,50998,124
20,22799,113,50994,82
21,22279,109,49641,99
22,22690,112,49386,92
23,22817,138,50499,87
24,19221,107,41563,79
25,24,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
