timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,503628,7554456,0,1390484
2,503628,7554456,0,1390484
3,503628,7554456,0,1390484
4,503628,7554456,0,1390484
5,503628,7554456,0,1390484
6,503628,7554456,0,1390484
7,503628,7554456,0,1390484
8,503628,7554456,0,1390484
9,503628,7554456,0,1390484
10,503628,7554456,0,1390484
11,503628,7554456,0,1390484
12,503628,7554456,0,1390484
13,503628,7554456,0,1390484
14,503628,7554456,0,1390492
15,503628,7554456,0,1390628
16,503628,7554456,0,1390628
17,503628,7554456,0,1390628
18,503628,7554456,0,1390628
19,503628,7554456,0,1391344
20,503924,7554456,0,0
21,503924,7554456,0,0
22,503924,7554456,0,0
23,503924,7554456,0,0
24,503924,7554456,0,0
25,503924,7554456,0,0
26,503924,7554456,0,0
27,503924,7554456,0,0
28,503924,7554456,0,0
29,503924,7554456,0,0
30,503924,7554456,0,0
