timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1124,303,978,341
2,25517,6441,21827,5696
3,26142,6591,21900,5405
4,25441,6661,20998,5798
5,25668,6262,21751,5405
6,25616,6312,21218,5880
7,25976,6539,22083,5825
8,25386,6665,21139,5556
9,25709,6502,22381,5492
10,25729,6533,21623,5886
11,25252,6457,21679,5644
12,25303,6208,21788,5535
13,8953,2496,0,0
14,42,0,0,0
15,39,0,0,0
16,41,0,0,0
17,39,0,0,0
18,40,0,0,0
19,41,0,0,0
20,40,0,0,0
21,40,0,0,0
22,40,0,0,0
23,39,0,0,0
24,42,0,0,0
25,39,0,0,0
26,41,0,0,0
27,39,0,0,0
28,40,0,0,0
29,41,0,0,0
30,40,0,0,0
