timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,109871,461018716,109871.0,439.662,0.109871
2,113821,477592916,113821.0,455.468,0.113821
3,113186,474928456,113186.0,452.927,0.113186
4,94482,396446472,94482.0,378.081,0.094482
5,84121,352971716,84121.0,336.620,0.084121
6,91927,385725692,91927.0,367.857,0.091927
7,80716,338684336,80716.0,322.995,0.080716
8,79837,334996052,79837.0,319.477,0.079837
9,86630,363499480,86630.0,346.660,0.086630
10,92305,387311780,92305.0,369.369,0.092305
11,85362,358178952,85362.0,341.586,0.085362
12,20223,84855708,20223.0,80.925,0.020223
13,6934,29095064,6934.0,27.747,0.006934
14,6952,29170592,6952.0,27.819,0.006952
15,6914,29011144,6914.0,27.667,0.006914
16,6726,28222296,6726.0,26.915,0.006726
17,6915,29015340,6915.0,27.671,0.006915
18,6802,28541192,6802.0,27.219,0.006802
19,7091,29753836,7091.0,28.375,0.007091
20,6853,28755188,6853.0,27.423,0.006853
21,6880,28868480,6880.0,27.531,0.006880
22,6928,29069888,6928.0,27.723,0.006928
23,7005,29392980,7005.0,28.031,0.007005
24,6944,29141220,6944.0,27.791,0.006944
25,6798,28520212,6798.0,27.199,0.006798
26,6899,28948204,6899.0,27.607,0.006899
27,6949,29158004,6949.0,27.807,0.006949
28,6850,28742600,6850.0,27.411,0.006850
29,6888,28902048,6888.0,27.563,0.006888
30,6939,29116044,6939.0,27.767,0.006939
