timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1061,189,1421,184
2,58067,9754,117494,10910
3,58842,9834,118252,10572
4,58612,10018,118353,11089
5,57966,9667,116316,11224
6,58849,10261,119182,11087
7,58572,10384,118914,11412
8,58471,10514,119347,11582
9,58455,10470,119245,11542
10,58514,10516,118803,11619
11,58300,10769,117948,11755
12,58300,10464,118971,11873
13,58444,10693,118544,11929
14,57983,10994,117711,12174
15,58244,10632,118038,11783
16,57774,10824,117328,12117
17,57414,11054,116326,12396
18,58045,11098,118316,12196
19,57423,11239,115932,12413
20,57329,11311,115570,12262
21,43512,8323,86388,8993
22,26,0,0,0
23,26,0,0,0
24,28,0,0,0
25,26,0,0,0
26,26,0,0,0
27,25,0,0,0
28,26,0,0,0
29,29,0,0,0
30,25,0,0,0
