timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,417848,8480748,0,0
2,417848,8480748,0,0
3,394128,8480748,0,0
4,394128,8480748,0,0
5,394112,8480748,0,0
6,394112,8480748,0,0
7,394112,8480748,0,0
8,394112,8480748,0,0
9,394112,8480748,0,0
10,394108,8480748,0,0
11,394100,8480748,0,0
12,394100,8480748,0,0
13,394100,8480748,0,0
14,394100,8480748,0,0
15,394092,8480748,0,0
16,394080,8480748,0,0
17,394080,8480748,0,0
18,394080,8480748,0,0
19,394080,8480748,0,0
20,394080,8480748,0,0
21,394068,8480748,0,0
22,394068,8480748,0,0
23,394068,8480748,0,0
24,394068,8480748,0,0
25,394068,8480748,0,0
26,394068,8480748,0,0
27,394068,8480748,0,0
28,394068,8480748,0,0
29,394068,8480748,0,0
30,394068,8480748,0,0
