timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1749,297,774,222
2,74064,12616,49667,13651
3,76124,12435,49639,13707
4,75483,13465,52118,13460
5,75743,12588,49710,12881
6,74680,13467,50079,12859
7,75347,13476,51937,13059
8,74425,13307,49446,13282
9,75340,13307,51267,13047
10,76230,13272,51540,13020
11,74531,13820,50684,13815
12,74854,13252,49731,13626
13,77270,13294,52211,12602
14,74650,13271,48805,14261
15,74355,13467,48187,13333
16,66118,11292,43089,10109
17,63976,11571,41659,11246
18,65387,11286,42731,10941
19,64606,11243,42003,11192
20,64787,11239,41837,9950
21,31756,5658,0,0
22,26,0,0,0
23,26,0,0,0
24,27,1,0,0
25,26,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
