timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,640,1094,1121,1179,75,2004,674,312
2,768,1229,2443,4943,84,8503,793,498
3,751,1161,2159,3611,84,4491,749,422
4,776,1259,2467,4843,99,6007,803,486
5,832,1434,3389,5175,97,6975,885,620
6,775,1210,2579,4387,80,6155,788,487
7,790,1239,2793,4503,105,8551,810,532
8,656,1099,1131,1180,80,1533,677,318
9,663,1097,1123,1177,84,1332,676,318
10,642,1095,1129,1233,79,2012,676,312
11,656,1095,1125,1173,81,1780,676,320
12,664,1100,1125,1182,80,1479,677,319
13,667,1101,1134,1193,83,2597,676,324
14,664,1097,1125,1176,79,1437,677,316
15,670,1099,1129,1199,86,2691,676,323
16,662,1097,1123,1168,78,1261,676,317
17,659,1099,1127,1183,83,1592,676,320
18,666,1098,1126,1177,79,1688,677,321
19,689,1097,1127,1182,85,1255,678,315
20,684,1108,1149,1238,95,1371,681,325
21,669,1107,1143,1201,91,1312,680,323
22,674,1106,1138,1215,88,2091,680,325
23,670,1106,1154,1335,91,2221,681,322
24,666,1106,1138,1194,89,1465,679,323
25,660,1109,1156,1217,87,1263,681,325
26,652,1103,1139,1197,90,1241,679,320
27,663,1105,1142,1230,89,2059,681,322
28,675,1106,1144,1190,93,1358,680,321
29,689,1104,1152,1234,87,2545,680,320
30,661,1107,1133,1199,97,1327,680,320
