timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,286,0,261,0
2,16241,29,16063,15
3,16244,20,15738,19
4,16254,15,15455,10
5,16355,18,16245,19
6,16315,30,17099,15
7,16358,22,16680,7
8,16290,20,15841,5
9,16317,22,16187,2
10,16298,23,15768,17
11,16332,16,16482,16
12,16340,18,16166,9
13,16368,10,17070,16
14,16309,16,16233,12
15,16327,18,16460,5
16,16355,23,16767,13
17,16412,15,17447,10
18,16344,15,16850,9
19,16313,10,15960,8
20,16372,15,17038,13
21,16401,11,17218,7
22,16271,28,15893,10
23,16319,25,16482,6
24,16310,20,15222,10
25,15201,7,0,0
26,15205,4,0,0
27,15198,4,0,0
28,15195,5,0,0
29,15202,2,0,0
30,15215,0,0,0
