timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1334,403,985,364
2,34856,8473,31132,9744
3,36388,8785,32684,10371
4,35145,8801,32208,10388
5,34802,9044,31681,10575
6,36008,9139,31952,9787
7,35881,9128,32399,10333
8,35582,9084,31812,10284
9,36071,8996,32412,9634
10,35860,9066,31288,10413
11,34899,8871,30902,10285
12,35028,9134,32194,10133
13,35774,8871,31224,9541
14,35497,9200,31842,9938
15,26266,6608,23063,7259
16,28,0,0,0
17,26,0,0,0
18,26,0,0,0
19,26,0,0,0
20,26,0,0,0
21,28,0,0,0
22,26,0,0,0
23,27,0,0,0
24,26,0,0,0
25,26,0,0,0
26,28,0,0,0
27,26,0,0,0
28,27,0,0,0
29,26,0,0,0
30,26,0,0,0
