syscall_name,count,errors,total_time_us,avg_time_us,pct_time
futex,48454,0,269074276,5553,95.86
write,31084,0,434526,13,0.15
shutdown,15542,0,100416,6,0.04
restart_syscall,6,0,1947773,324628,0.69
openat,5,0,39,7,0.00
rt_sigreturn,1,0,3,3,0.00
