timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,250,0,1021,0
2,17276,66,76893,72
3,17633,57,79984,52
4,17658,74,79935,68
5,16981,79,79620,77
6,17102,69,79570,58
7,17660,72,78514,43
8,17732,80,79817,47
9,17533,74,82151,62
10,17480,84,79873,57
11,16966,75,80939,58
12,17731,65,82873,41
13,17617,107,80654,71
14,17361,62,82416,62
15,17538,92,81087,54
16,17661,80,79755,43
17,18407,101,78831,48
18,17914,92,80884,36
19,18028,80,81637,60
20,18032,82,81155,49
21,17826,54,77283,50
22,17236,74,81143,60
23,17605,81,85466,52
24,13615,62,62707,59
25,28,0,0,0
26,26,1,0,0
27,26,0,0,0
28,26,0,0,0
29,26,1,0,0
30,28,0,0,0
