timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,46,55,70,104,42,154,47,6
2,53,85,117,147,42,764,59,19
3,67,99,136,193,44,2397,71,33
4,64,102,139,193,44,3189,71,42
5,65,98,129,191,43,1833,70,28
6,48,55,76,111,42,611,49,7
7,46,57,74,104,42,147,48,6
8,47,56,71,108,42,555,48,7
9,46,56,70,104,42,123,47,6
10,46,54,68,106,42,617,47,7
11,46,54,67,97,42,111,47,5
12,45,56,69,89,42,649,47,7
13,47,56,72,109,42,2617,48,22
14,46,57,68,103,42,135,48,6
15,47,56,70,106,42,581,48,7
16,47,55,71,106,42,430,48,6
17,47,57,69,101,42,1072,48,10
18,45,53,70,100,41,123,47,5
19,46,56,69,109,41,650,47,7
20,46,56,71,112,42,126,48,6
21,45,55,69,107,42,579,47,7
22,46,55,68,104,42,112,47,5
23,47,57,69,109,42,148,48,6
24,47,55,70,106,41,645,48,7
25,47,57,72,110,42,848,49,9
26,46,55,73,109,41,663,47,7
27,47,52,68,107,42,131,48,5
28,47,55,69,99,41,656,48,7
29,46,55,70,106,41,123,47,6
30,45,53,70,104,41,662,46,7
