timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,0,0,0,102176
2,0,0,0,102176
3,0,0,0,102184
4,0,0,0,102184
5,0,0,0,102224
6,0,0,0,102224
7,0,0,0,102244
8,0,0,0,102252
9,0,0,0,102260
10,0,0,0,102280
11,0,0,0,102284
12,0,0,0,102284
13,0,0,0,102288
14,0,0,0,102292
15,0,0,0,102316
16,0,0,0,102324
17,0,0,0,102328
18,0,0,0,102340
19,0,0,0,102356
20,0,0,0,102376
21,0,0,0,102376
22,0,0,0,102376
23,0,0,0,102380
24,0,0,0,102384
25,0,0,0,102384
26,0,0,0,102384
27,0,0,0,102384
28,0,0,0,102384
29,0,0,0,102388
30,0,0,0,0
