timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,28,1,25,0
2,28,1,25,0
3,28,1,25,0
4,28,1,25,0
5,28,1,25,0
6,28,1,25,0
7,28,1,25,0
8,28,1,25,0
9,28,1,25,0
10,28,1,25,0
11,28,1,25,0
12,28,1,25,0
13,28,1,25,0
14,28,1,25,0
15,28,1,25,0
16,28,1,25,0
17,28,1,25,0
18,28,1,25,0
19,28,1,25,0
20,28,1,25,0
21,28,1,25,0
22,28,1,25,0
23,28,1,25,0
24,28,1,25,0
25,28,1,25,0
26,28,1,25,0
27,28,1,25,0
28,28,1,25,0
29,28,1,25,0
30,28,1,0,0
