syscall_name,count,errors,total_time_us,avg_time_us,pct_time
write,62897,0,1459728,23,0.42
shutdown,58295,0,1948234,33,0.56
accept,58286,0,331405,5,0.09
futex,26566,0,189273445,7124,54.24
rt_sigreturn,1324,0,24950,18,0.01
restart_syscall,7,0,588717,84102,0.17
openat,5,0,266,53,0.00
newfstatat,1,0,92,92,0.00
