timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,0,0,0,102952
2,0,0,0,102964
3,0,0,0,102980
4,0,0,0,102984
5,0,0,0,103012
6,0,0,0,103012
7,0,0,0,103044
8,0,0,0,103048
9,0,0,0,103048
10,0,0,0,103084
11,0,0,0,103084
12,0,0,0,103088
13,0,0,0,103088
14,0,0,0,103088
15,0,0,0,103108
16,0,0,0,103108
17,0,0,0,103132
18,0,0,0,103136
19,0,0,0,103140
20,0,0,0,103224
21,0,0,0,103228
22,0,0,0,103228
23,0,0,0,103232
24,0,0,0,103232
25,0,0,0,103232
26,0,0,0,103232
27,0,0,0,103236
28,0,0,0,103252
29,0,0,0,103272
30,0,0,0,0
