timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,638,169,862,122
2,31663,7901,66036,7050
3,31465,8223,65514,7291
4,31001,8132,64598,7409
5,30889,8051,63646,7343
6,31476,8117,65748,7219
7,30436,7910,65197,7621
8,31276,8030,65024,7655
9,31306,8449,65039,7468
10,30664,8104,65510,7413
11,30700,8292,64744,7282
12,31174,8563,65058,7357
13,31427,8824,64248,7568
14,30807,8752,65566,7437
15,31068,8522,63767,7416
16,27215,7768,54831,6596
17,26298,7489,52781,6336
18,26522,7678,53047,6490
19,26509,7631,53699,6472
20,25941,8015,53770,6692
21,26421,7897,54210,6655
22,18889,5527,38494,4757
23,29,0,0,0
24,26,0,0,0
25,27,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,0,0,0
29,26,0,0,0
30,27,0,0,0
