timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2092,410,1600,648
2,82800,12133,77979,21538
3,83518,11881,78722,22815
4,83449,11998,78463,23230
5,81936,12140,75080,22466
6,84556,12236,79284,24154
7,84236,12207,79320,23502
8,84126,12418,78411,23143
9,84816,12353,78829,22863
10,83731,12315,77882,23012
11,83129,12373,77654,23968
12,84224,12231,77475,22969
13,84145,12584,78348,23193
14,84153,12565,78072,22948
15,84146,12378,78822,22498
16,83125,12538,77558,21961
17,82591,12722,76708,23413
18,84393,12557,79352,23578
19,82558,12629,76476,23174
20,82783,12462,75664,23293
21,41319,6316,0,0
22,28,0,0,0
23,25,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
