timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1826,3043,4339,5811,114,8359,1985,776
2,2397,4065,6511,9535,187,11935,2627,1144
3,2369,4043,6015,8107,120,11175,2604,1053
4,2407,4001,6407,9311,161,14535,2638,1095
5,2467,4099,6335,9543,195,12735,2690,1112
6,2765,4695,8471,15375,193,21263,3067,1513
7,2665,4875,8479,14135,190,23503,3040,1540
8,2475,4053,5903,8007,164,11463,2662,1045
9,2983,4819,7603,11375,279,20095,3205,1317
10,2311,3823,5807,8223,151,11247,2508,1020
11,2773,4463,6867,9919,145,12455,2966,1194
12,2039,3447,4875,6891,152,14575,2229,918
13,3173,3659,3949,5627,198,7623,3030,673
14,1833,3119,4431,5763,153,7763,2012,799
15,1845,3079,4451,5895,126,8495,2012,786
16,1866,3295,4871,5571,183,7411,2082,883
17,1837,3117,4507,5963,195,7771,2014,806
18,1823,3081,4407,5455,208,6579,1996,772
19,1847,3123,4455,5535,161,7411,2021,799
20,1838,3109,4391,5503,193,6739,2014,784
21,1842,3113,4579,5971,164,8655,2019,810
22,1836,3113,4479,5611,167,7159,2009,800
23,1830,3101,4503,5907,152,8527,2011,801
24,1843,3101,4379,5799,125,8391,2016,788
25,1846,3117,4463,5423,164,6295,2020,796
26,1830,3061,4439,6071,128,7859,2002,791
27,1927,3119,4351,5775,144,6891,2069,790
28,1843,3085,4315,5431,113,6715,2006,778
29,1832,3097,4395,5375,147,6879,2009,784
30,1818,3063,4227,5087,148,7175,1988,757
