timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,493128,7223848,0,608236
2,493128,7223848,0,608236
3,493128,7223848,0,608236
4,493128,7223848,0,606580
5,493128,7223848,0,606580
6,493128,7223848,0,606580
7,493128,7223848,0,606640
8,493128,7223848,0,606640
9,493128,7223848,0,606640
10,493128,7223848,0,606648
11,493128,7223848,0,606648
12,493128,7223848,0,606648
13,493128,7223848,0,606648
14,493128,7223848,0,606648
15,493128,7223848,0,606648
16,493128,7223848,0,606648
17,493156,7223848,0,606648
18,493156,7223848,0,606648
19,493156,7223848,0,607072
20,493156,7223848,0,607092
21,493156,7223848,0,607092
22,493156,7223848,0,607092
23,493156,7223848,0,607092
24,493156,7223848,0,607784
25,493156,7223848,0,0
26,493156,7223848,0,0
27,493156,7223848,0,0
28,493156,7223848,0,0
29,493156,7223848,0,0
30,493156,7223848,0,0
