timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,19075,3090150,19075.0,2.947,0.019075
2,16208,2625696,16208.0,2.504,0.016208
3,14324,2320488,14324.0,2.213,0.014324
4,14366,2327292,14366.0,2.219,0.014366
5,15890,2574180,15890.0,2.455,0.015890
6,18528,3001536,18528.0,2.862,0.018528
7,18996,3077352,18996.0,2.935,0.018996
8,18878,3058236,18878.0,2.917,0.018878
9,18415,2983230,18415.0,2.845,0.018415
10,19079,3090798,19079.0,2.948,0.019079
11,19202,3110724,19202.0,2.967,0.019202
12,18700,3029400,18700.0,2.889,0.018700
13,19120,3097440,19120.0,2.954,0.019120
14,19112,3096144,19112.0,2.953,0.019112
15,18509,2998458,18509.0,2.860,0.018509
16,18907,3062934,18907.0,2.921,0.018907
17,18831,3050622,18831.0,2.909,0.018831
18,18631,3018222,18631.0,2.878,0.018631
19,18682,3026484,18682.0,2.886,0.018682
20,18390,2979180,18390.0,2.841,0.018390
21,19043,3084966,19043.0,2.942,0.019043
22,19171,3105702,19171.0,2.962,0.019171
23,18508,2998296,18508.0,2.859,0.018508
24,19121,3097602,19121.0,2.954,0.019121
25,19141,3100842,19141.0,2.957,0.019141
26,18658,3022596,18658.0,2.883,0.018658
27,18970,3073140,18970.0,2.931,0.018970
28,19238,3116556,19238.0,2.972,0.019238
29,18420,2984040,18420.0,2.846,0.018420
30,18841,3052242,18841.0,2.911,0.018841
