timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,607,6,801,12
2,28081,124,43768,209
3,28279,115,44523,189
4,28139,119,44115,205
5,27984,120,43331,220
6,27917,133,43716,225
7,28292,116,44042,191
8,28258,154,44415,234
9,28204,123,43826,170
10,28206,109,44698,219
11,27887,148,43953,219
12,28295,97,44024,188
13,28048,130,43718,167
14,28368,120,44919,228
15,27972,150,43579,254
16,28028,133,43797,230
17,28342,136,44067,206
18,28050,126,43647,199
19,28197,116,44331,218
20,28043,141,44301,216
21,28325,113,44506,171
22,28060,122,43557,204
23,28206,131,44330,203
24,23631,78,-1519916,-8863
25,15201,5,0,0
26,15172,4,0,0
27,15205,3,0,0
28,15202,2,0,0
29,15209,1,0,0
30,15202,2,0,0
