timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2089,521,1783,765
2,79580,13051,63949,22412
3,78466,12816,63588,22660
4,77387,12847,60884,22592
5,76670,13262,61163,21040
6,77624,13290,62274,23549
7,79437,12824,61853,23117
8,77893,12801,62180,21849
9,79516,13464,61902,22620
10,78270,12977,62097,24055
11,78540,12967,62023,21155
12,78585,13535,61663,22554
13,78151,13431,62642,24046
14,71023,12265,54613,18917
15,66834,11318,52854,18173
16,67034,11421,50792,17768
17,67310,11585,52466,18643
18,66193,11357,51881,17983
19,66821,11392,52673,18686
20,66377,11304,50361,18401
21,24633,4695,0,0
22,26,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
