timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,611,207,887,109
2,23479,7055,49568,6086
3,23940,7076,50696,6220
4,23655,7237,48622,6173
5,22782,7434,49059,6306
6,23824,7662,50763,6365
7,24431,7606,50197,6142
8,23003,7549,49850,6172
9,25048,7156,50275,6121
10,23843,7260,49726,6337
11,23858,7345,50406,6624
12,23981,7414,50458,6256
13,24052,7744,50425,6361
14,23757,7464,49927,6427
15,23591,7207,50257,6190
16,23521,7513,50341,6433
17,22867,7417,49166,6181
18,23551,7839,51594,6402
19,23281,7627,50808,6344
20,23801,7479,49892,6207
21,17721,5788,42388,5050
22,27,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,22,-4,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
