syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,2314207,0,118521312,51,15.09
futex,107805,0,612402232,5680,77.96
write,70369,0,4140479,58,0.53
shutdown,35186,0,1787764,50,0.23
rt_sigreturn,2431,0,86498,35,0.01
restart_syscall,11,0,16896373,1536033,2.15
