timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,0.5,1.0,1.5,1.5,4.0,5.5
2,5.5,45.5,51.0,8.5,14.5,23.0
3,6.5,45.0,51.5,8.0,8.0,16.0
4,7.5,44.5,52.0,11.0,14.5,25.5
5,7.5,44.5,52.0,7.0,8.0,15.0
6,5.5,46.5,52.0,8.0,7.0,15.0
7,6.0,46.5,52.5,13.5,14.5,28.0
8,6.5,45.0,51.5,11.0,12.5,23.5
9,6.5,45.5,52.0,10.5,200.5,211.0
10,6.5,45.5,52.0,9.0,231.5,240.5
11,6.5,46.5,53.0,8.5,226.5,235.0
12,6.5,48.0,54.5,9.0,193.5,202.5
13,6.5,47.0,53.5,12.5,216.5,229.0
14,6.0,48.0,54.0,9.5,303.5,313.0
15,7.5,49.0,56.5,8.5,285.0,293.5
16,7.5,49.0,56.5,46.5,219.0,265.5
17,10.0,19.0,29.0,-2320.5,-7085.0,-9405.5
18,2.5,12.5,15.0,0.0,0.0,0.0
19,1.5,7.5,9.0,0.0,0.0,0.0
20,1.0,5.0,6.0,0.0,0.0,0.0
21,0.5,2.5,3.0,0.0,0.0,0.0
22,0.0,2.5,2.5,0.0,0.0,0.0
23,1.0,3.5,4.5,0.0,0.0,0.0
24,0.5,1.5,2.0,0.0,0.0,0.0
25,0.0,1.0,1.0,0.0,0.0,0.0
26,0.5,1.0,1.5,0.0,0.0,0.0
27,5.5,2.0,7.5,0.0,0.0,0.0
28,0.5,1.5,2.0,0.0,0.0,0.0
29,0.5,2.5,3.0,0.0,0.0,0.0
30,0.5,1.5,2.0,0.0,0.0,0.0
