timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,766,197,1088,223
2,14851,4933,17003,5613
3,14188,4482,15844,5126
4,15637,4108,17497,5225
5,16034,4293,16803,5177
6,11743,3543,-566539,-194053
7,33,0,0,0
8,32,0,0,0
9,32,0,0,0
10,31,0,0,0
11,3,-72,0,0
12,31,0,0,0
13,31,0,0,0
14,33,0,0,0
15,31,0,0,0
16,3,-356,0,0
17,31,0,0,0
18,32,0,0,0
19,33,0,0,0
20,31,0,0,0
21,21,-88,0,0
22,31,0,0,0
23,32,0,0,0
24,32,0,0,0
25,32,0,0,0
26,33,0,0,0
27,32,0,0,0
28,32,0,0,0
29,36,0,0,0
30,32,0,0,0
