timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,1876884,7522188,0,105560
2,2042528,7718796,0,105576
3,2220232,7849868,0,105576
4,2405908,8046476,0,105584
5,2469688,8177548,0,105608
6,0,0,0,105608
7,0,0,0,105612
8,0,0,0,105612
9,0,0,0,105616
10,0,0,0,105620
11,0,0,0,105632
12,0,0,0,105632
13,0,0,0,105652
14,0,0,0,105700
15,0,0,0,105700
16,0,0,0,105704
17,0,0,0,105704
18,0,0,0,105704
19,0,0,0,105708
20,0,0,0,105708
21,0,0,0,105712
22,0,0,0,105712
23,0,0,0,105720
24,0,0,0,105724
25,0,0,0,105724
26,0,0,0,105724
27,0,0,0,105832
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
