timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,105964,11410860,0,106192
2,105980,11410860,0,106224
3,105984,11410860,0,106224
4,106000,11410860,0,106224
5,106000,11410860,0,106248
6,106000,11410860,0,106268
7,106000,11410860,0,106296
8,106000,11410860,0,106296
9,106004,11410860,0,106312
10,106028,11410860,0,106324
11,106032,11410860,0,106352
12,106044,11410860,0,106368
13,106044,11410860,0,106368
14,106044,11410860,0,106376
15,106044,11410860,0,106376
16,106076,11410860,0,106380
17,106088,11410860,0,106384
18,106088,11410860,0,106392
19,106088,11410860,0,106416
20,106088,11410860,0,106420
21,106088,11410860,0,106428
22,106088,11410860,0,106428
23,106092,11410860,0,106432
24,106092,11410860,0,106444
25,106092,11410860,0,106448
26,106092,11410860,0,106448
27,106092,11410860,0,106492
28,106092,11410860,0,106500
29,106160,11410860,0,0
30,106160,11410860,0,0
