timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,595,774,1007615,1057791,123,2248703,11861,110074
2,586,746,203135,1026047,113,2087935,10328,98575
3,588,769,1009663,1049599,92,2081791,11995,114069
4,678,1061,1014271,1029631,147,1232895,12552,108890
5,747,1103,1017343,1232895,199,2084863,15467,128662
6,827,1354,1019903,1034239,194,2085887,16210,123696
7,811,1376,1019391,1046527,180,2087935,16183,125342
8,894,1400,1018879,1027071,140,1231871,17219,126991
9,773,1225,1018367,1036287,99,1260543,15611,121126
10,786,1547,37919,1055743,132,1473535,10514,92978
11,36191,37503,1470463,2490367,34816,2492415,68122,229671
12,36959,38559,2717695,2908159,34080,2908159,127264,457362
13,37183,37951,2885631,4386815,35168,4386815,96698,399447
14,36863,38751,1890303,5402623,36160,5402623,81951,344793
15,38015,39007,2506751,5406719,35744,5410815,113249,462115
16,37919,38911,2301951,4399103,35456,5574655,106401,391295
17,37407,38623,1551359,4390911,35840,5640191,73136,285706
18,38111,40255,2308095,2955263,35968,4464639,107928,376588
19,36479,37215,1917951,4403199,35616,4968447,78231,321355
20,37471,38463,2303999,5406719,35936,5419007,102094,399173
21,37023,38367,2713599,5558271,36032,5804031,108165,447686
22,36671,38975,2334719,4431871,35744,5398527,97098,392993
23,37599,38975,2568191,5419007,35680,5435391,108697,454018
24,38271,39103,1909759,2822143,36352,2936831,79230,275105
25,37215,39743,2494463,4382719,35904,4386815,85529,346799
26,37343,39007,2308095,5103615,35104,5119999,94460,381740
27,37183,38399,2285567,5414911,35840,5414911,97525,395834
28,37055,38911,2725887,5406719,36032,5414911,118324,461097
29,37343,38623,2332671,4382719,35360,5406719,116626,424731
30,37951,39071,2533375,4390911,36160,5455871,107767,417101
