timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,538,5,758,10
2,26711,102,38946,137
3,24392,66,30396,155
4,24523,93,31141,128
5,25174,206,45736,601
6,28831,161,51551,375
7,27122,107,40086,183
8,27223,81,39806,150
9,26733,82,38094,147
10,28358,163,53811,507
11,28866,188,51022,351
12,27612,98,41731,168
13,26796,94,39147,175
14,27447,83,41111,151
15,29146,198,56443,413
16,28780,171,50953,347
17,27887,124,43533,216
18,24844,46,31804,100
19,24683,94,31531,128
20,26963,195,48418,438
21,28892,157,51234,331
22,22132,89,0,0
23,15189,7,0,0
24,15198,4,0,0
25,15190,4,0,0
26,15195,0,0,0
27,15204,6,0,0
28,15209,0,0,0
29,15179,2,0,0
30,15213,3,0,0
