timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,101336,11207060,0,103020
2,101336,11207060,0,103032
3,101372,11207060,0,103036
4,101376,11207060,0,103036
5,101376,11207060,0,103076
6,101376,11207060,0,103080
7,101376,11207060,0,103084
8,101376,11207060,0,103084
9,101376,11207060,0,103084
10,101376,11207060,0,103084
11,101380,11207060,0,103084
12,101380,11207060,0,103088
13,101380,11207060,0,103088
14,101380,11207060,0,103088
15,101380,11207060,0,103096
16,101444,11207060,0,0
17,101444,11207060,0,0
18,101444,11207060,0,0
19,101444,11207060,0,0
20,101444,11207060,0,0
21,101444,11207060,0,0
22,101444,11207060,0,0
23,101444,11207060,0,0
24,101444,11207060,0,0
25,101444,11207060,0,0
26,101444,11207060,0,0
27,101444,11207060,0,0
28,101444,11207060,0,0
29,101512,11207060,0,0
30,101512,11207060,0,0
