timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1939,356,1053,347
2,74886,11728,50508,12630
3,72242,9464,50398,10265
4,79354,10210,55831,11188
5,79125,10174,54861,11368
6,80071,10576,56639,11508
7,81090,10520,56764,11993
8,78522,9998,55339,11766
9,78798,10893,56001,12054
10,78857,10683,54443,12836
11,79414,10258,54190,12084
12,79806,10919,55208,11659
13,80680,10882,57480,12155
14,80814,10851,57318,11641
15,80388,10505,56771,11293
16,79618,11463,55601,12982
17,79409,10800,54933,11925
18,80194,10947,55734,11478
19,79624,11229,53929,12166
20,77550,11858,53213,12784
21,79579,11752,55840,12541
22,78993,11364,56065,12742
23,78561,12536,55351,13781
24,78959,11902,56288,12879
25,79328,12270,53981,12909
26,79234,11987,56122,12825
27,31583,4671,0,0
28,26,0,0,0
29,26,0,0,0
30,27,0,0,0
