timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,897,308,982,377
2,14825,3929,24569,4446
3,15033,3762,24160,4761
4,15728,3816,25278,4667
5,15427,3883,25028,4580
6,15398,3655,25809,4544
7,15473,3661,25769,4507
8,16160,3630,26801,4377
9,15813,3780,26825,4364
10,16395,3593,28446,4581
11,16056,3531,27418,4697
12,15002,2483,48485,4256
13,15193,5,0,0
14,15204,7,0,0
15,15220,5,0,0
16,15199,5,0,0
17,15194,6,0,0
18,15201,2,0,0
19,15217,5,0,0
20,15207,2,0,0
21,15210,2,0,0
22,15210,1,0,0
23,15203,3,0,0
24,15219,1,0,0
25,15205,2,0,0
26,15202,0,0,0
27,15204,3,0,0
28,15203,1,0,0
29,15209,4,0,0
30,15211,1,0,0
