timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,4185,4388721615,4185.0,4185.411,0.004185
2,4315,4525049885,4315.0,4315.424,0.004315
3,4264,4471567256,4264.0,4264.419,0.004264
4,3406,3571800674,3406.0,3406.335,0.003406
5,2714,2846114806,2714.0,2714.267,0.002714
6,2841,2979297039,2841.0,2841.279,0.002841
7,2950,3093603050,2950.0,2950.290,0.002950
8,3584,3758465536,3584.0,3584.352,0.003584
9,4079,4277561641,4079.0,4079.401,0.004079
10,3998,4192618642,3998.0,3998.393,0.003998
11,4128,4328946912,4128.0,4128.405,0.004128
12,4020,4215689580,4020.0,4020.395,0.004020
13,4199,4403403121,4199.0,4199.412,0.004199
14,4161,4363553319,4161.0,4161.409,0.004161
15,4128,4328946912,4128.0,4128.405,0.004128
16,4141,4342579739,4141.0,4141.407,0.004141
17,4109,4309022011,4109.0,4109.404,0.004109
18,4187,4390818973,4187.0,4187.411,0.004187
19,4228,4433814812,4228.0,4228.415,0.004228
20,4078,4276512962,4078.0,4078.401,0.004078
21,4217,4422279343,4217.0,4217.414,0.004217
22,4103,4302729937,4103.0,4103.403,0.004103
23,4340,4551266860,4340.0,4340.426,0.004340
24,4134,4335238986,4134.0,4134.406,0.004134
25,4258,4465275182,4258.0,4258.418,0.004258
26,4196,4400257084,4196.0,4196.412,0.004196
27,4163,4365650677,4163.0,4163.409,0.004163
28,4169,4371942751,4169.0,4169.410,0.004169
29,4172,4375088788,4172.0,4172.410,0.004172
30,4141,4342579739,4141.0,4141.407,0.004141
