timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,62975,70079,77631,86847,607,92415,62670,9894
2,63935,68351,73919,78655,455,86463,63028,9356
3,64927,74111,110719,127423,665,131839,64610,12996
4,63743,71743,85503,95167,672,97279,63477,9900
5,63679,72063,83647,88255,635,93375,63178,9903
6,64223,70911,80575,86271,654,91327,64072,9096
7,65727,71103,92991,100991,525,104511,64292,12431
8,65311,69695,75903,80959,631,86207,64304,9854
9,65983,70527,76991,81599,496,92159,65160,9719
10,64767,70591,80703,88831,593,95423,63659,11497
11,66687,71807,77567,81855,657,85951,65280,10869
12,65023,68991,77311,81919,682,87039,63871,10522
13,66111,70591,75711,79231,490,82879,65086,10264
14,71615,77631,102079,118271,536,120895,70122,13118
15,73151,77631,83583,110399,558,130943,71026,13448
16,66175,72383,95295,108351,670,111487,65494,11636
17,65023,69375,78015,87871,673,95231,63798,9985
18,64799,69311,76671,81535,635,83327,63678,10392
19,75327,82239,92287,101759,504,103807,71542,14378
20,67455,77183,84735,91711,568,105023,67345,12268
21,65983,70335,75647,80767,625,86079,64653,10224
22,64095,69055,78271,85119,691,86783,63062,9796
23,65471,69695,74815,78847,616,89407,64033,10863
24,69311,75071,91263,102207,598,108543,67428,12347
25,68479,72639,77119,81983,500,88255,66794,11250
26,70527,74751,81023,97599,559,102655,69106,11329
27,64383,70399,75775,86783,550,100095,63598,10824
28,64799,72895,91135,101183,625,103935,64019,12016
29,66047,73151,78079,81343,616,84351,65232,11251
30,65055,69503,74943,79359,587,82815,64054,10063
