timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,822,1267,2187,3329,81,5319,886,346
2,990,1600,2627,3957,88,5535,1080,432
3,974,1649,2913,4083,74,6767,1097,508
4,999,1908,3361,3999,76,7503,1162,596
5,991,1592,2653,3913,92,6235,1078,436
6,1040,1743,3003,4583,83,8439,1148,508
7,1032,1612,2633,3839,81,5851,1115,424
8,940,1510,2583,4179,74,8719,1021,437
9,890,1396,2333,3619,81,6463,964,375
10,787,1171,2149,3837,94,6627,844,338
11,788,1171,2107,3453,88,5587,843,326
12,788,1178,2049,3121,71,7467,842,312
13,791,1171,2005,3139,74,6647,841,312
14,802,1192,2091,3703,90,7131,855,332
15,791,1182,2103,3249,91,5023,844,323
16,830,1180,2083,3247,81,5151,886,324
17,798,1180,2016,2999,80,4455,846,308
18,787,1178,2079,3047,91,4647,843,316
19,798,1162,2040,3049,69,6047,844,311
20,789,1170,2024,3081,76,5219,841,312
21,793,1169,2002,3169,59,4875,841,312
22,789,1179,2111,3335,91,4875,843,328
23,794,1166,1968,3035,86,6543,843,302
24,793,1187,2038,3097,89,4687,846,315
25,795,1188,2039,3027,93,4511,845,315
26,799,1172,1949,2873,69,4687,847,294
27,799,1169,1935,2859,71,4915,847,295
28,797,1166,2038,3617,72,5219,847,318
29,796,1163,1968,2929,79,5283,842,296
30,794,1164,2003,3001,66,4695,842,302
